,influence_score,score_out,score_in,is_driver_regulator,is_MFVS_driver,is_Energy_driver,energy_score,is_TF,
CREBBP,4.271758937835694,4.3362884521484375,4.013640880584717,TRUE,TRUE,TRUE,0.0044558199204994,FALSE,16
SOX9,4.219634485244751,4.29841423034668,3.904515504837036,TRUE,TRUE,TRUE,0.013939745233387249,TRUE,17
TGIF1,4.153419399261475,4.167278289794922,4.0979838371276855,TRUE,TRUE,TRUE,0.0121392591594554,TRUE,18
MDM2,4.059690284729004,4.068948745727539,4.022656440734863,TRUE,FALSE,TRUE,0.015360199244364743,FALSE,19
ATM,4.050456809997558,4.077578544616699,3.941969871520996,TRUE,TRUE,TRUE,0.013501560210062519,FALSE,20
FOSL1,3.9917993545532227,4.3290181159973145,2.6429243087768555,TRUE,TRUE,TRUE,0.007672924147143778,TRUE,21
CCND1,3.9833931446075437,4.080302715301514,3.595754861831665,TRUE,TRUE,TRUE,0.00632186012668815,FALSE,22
REL,3.9628668785095216,4.291064262390137,2.6500773429870605,TRUE,TRUE,TRUE,0.0065525327707026595,TRUE,23
RORA,3.9447141170501707,4.335376262664795,2.382065534591675,TRUE,TRUE,TRUE,0.009549131427888486,TRUE,24
FOSB,3.89987154006958,4.299521446228027,2.301271915435791,TRUE,TRUE,TRUE,0.006550019599506695,TRUE,25
IKZF3,3.720859479904175,3.684122085571289,3.8678090572357178,TRUE,TRUE,FALSE,0.06268797402858066,TRUE,26
CDH1,3.655343008041382,3.5835189819335938,3.942639112472534,TRUE,FALSE,TRUE,0.015198447925376935,FALSE,27
PIK3R1,3.644348669052124,3.5835189819335938,3.887667417526245,TRUE,FALSE,TRUE,0.01959981283770435,FALSE,28
RNF43,3.634688901901245,3.5835189819335938,3.8393685817718506,TRUE,FALSE,TRUE,0.02751266344556428,FALSE,29
CASP8,3.627457046508789,3.5835189819335938,3.8032093048095703,TRUE,FALSE,TRUE,0.027567513867250378,FALSE,30
TNF,3.626612329483032,3.8779988288879395,2.6210663318634033,TRUE,FALSE,TRUE,0.013715585242015738,FALSE,31
ERBB3,3.6201781272888183,3.5835189819335938,3.766814708709717,TRUE,FALSE,TRUE,0.030692158372374,FALSE,32
DIAPH1,3.618638038635254,3.5835189819335938,3.7591142654418945,TRUE,FALSE,TRUE,0.03454337353502463,FALSE,33
POU2F2,3.50189266204834,3.9816946983337402,1.5826845169067383,TRUE,TRUE,TRUE,0.01087581211067461,TRUE,34
STAT4,3.483169436454773,3.8799519538879395,1.896039366722107,TRUE,TRUE,TRUE,0.014626956874536303,TRUE,35
DDIT3,3.418518543243408,3.5065431594848633,3.066420078277588,TRUE,TRUE,TRUE,0.015726696469244444,TRUE,36
IFNG,3.395784044265747,3.6999340057373047,2.1791841983795166,TRUE,TRUE,TRUE,0.018449412895085626,FALSE,37
DDX5,3.3492411613464355,3.446089744567871,2.9618468284606934,TRUE,TRUE,TRUE,0.017291394973512935,FALSE,38
PPARGC1A,3.2902055740356446,3.3196146488189697,3.1725692749023438,TRUE,TRUE,TRUE,0.01711113521707092,FALSE,39
KLF12,3.262165904045105,3.794790029525757,1.1316694021224976,TRUE,FALSE,TRUE,0.017799488975917526,TRUE,40
POLR2H,3.032476615905762,2.9644312858581543,3.3046579360961914,TRUE,TRUE,TRUE,0.024604200208827257,FALSE,41
POLR2K,2.920777988433838,2.8904638290405273,3.04203462600708,TRUE,TRUE,TRUE,0.029301769682532876,FALSE,42
RPS19,2.6576181888580326,2.560264825820923,3.0470316410064697,TRUE,TRUE,TRUE,0.01368278665208677,FALSE,43
RPS15,2.6057316780090334,2.5054428577423096,3.0068869590759277,TRUE,TRUE,TRUE,0.014391345787877477,FALSE,44
RPS14,2.5815883636474606,2.500913143157959,2.9042892456054688,TRUE,TRUE,TRUE,0.015494330958772248,FALSE,45
RPL18A,2.5802263259887694,2.5069046020507812,2.8735132217407227,TRUE,TRUE,TRUE,0.01550251002968182,FALSE,46
H2AFZ,1.514144706726074,1.0975210666656494,3.1806392669677734,TRUE,TRUE,TRUE,0.032614243021670174,FALSE,47
