,influence_score,score_out,score_in,is_driver_regulator,is_MFVS_driver,is_Energy_driver,energy_score,is_TF,
NFKBIA,3.6149144172668457,3.8184282779693604,2.800858974456787,TRUE,TRUE,TRUE,0.012089200691917774,FALSE,34
QKI,3.6134799003601072,3.5835189819335938,3.733323574066162,TRUE,FALSE,TRUE,0.0395344950745156,FALSE,35
MAP7,3.6092145919799803,3.5835189819335938,3.7119970321655273,TRUE,FALSE,TRUE,0.046178085630854473,FALSE,36
SYNGR2,3.6083049297332765,3.5835189819335938,3.707448720932007,TRUE,FALSE,TRUE,0.0461897272327423,FALSE,37
POLR2I,3.526395130157471,3.6470208168029785,3.0438923835754395,TRUE,TRUE,TRUE,0.012989436188854614,FALSE,38
TCEB2,3.4452184200286866,3.71244215965271,2.3763234615325928,TRUE,TRUE,TRUE,0.018148350649805578,FALSE,39
EEF1A1,3.4087736129760744,3.555128812789917,2.823352813720703,TRUE,TRUE,TRUE,0.024854279435306895,FALSE,40
TCF4,3.39623441696167,3.463186025619507,3.1284279823303223,TRUE,TRUE,TRUE,0.015985091478661374,TRUE,41
POU2F2,3.3580772638320924,3.7277185916900635,1.8795119524002075,TRUE,TRUE,TRUE,0.013133049796752028,TRUE,42
FOXO3,3.3165053367614745,3.5188651084899902,2.507066249847412,TRUE,TRUE,TRUE,0.018678123350614206,TRUE,43
DDX5,3.241863775253296,3.3495562076568604,2.811094045639038,TRUE,FALSE,TRUE,0.02093911993334187,FALSE,44
GTF2F2,2.962792730331421,2.9648563861846924,2.954538106918335,TRUE,TRUE,TRUE,0.02587367674460229,FALSE,45
POLR2H,2.953574228286743,2.9724600315093994,2.878031015396118,TRUE,TRUE,TRUE,0.032006125470165625,FALSE,46
XRCC6,2.777466821670532,2.7946438789367676,2.708758592605591,TRUE,TRUE,TRUE,0.033262228573187405,FALSE,47
ID2,1.9636192321777344,1.7769016027450562,2.7104897499084473,TRUE,TRUE,FALSE,0.10321744817134391,FALSE,48
