,influence_score,score_out,score_in,is_driver_regulator,is_MFVS_driver,is_Energy_driver,energy_score,is_TF,
RPS8,2.583942604064941,2.4812209606170654,2.9948291778564453,TRUE,TRUE,TRUE,0.07593301105018442,FALSE,54
RPS9,2.553533506393433,2.4304094314575195,3.046029806137085,TRUE,TRUE,TRUE,0.08933794378894926,FALSE,55
RPL30,2.4702823638916014,2.379209280014038,2.8345746994018555,TRUE,TRUE,TRUE,0.091721666247462,FALSE,56
RPL39,2.466694450378418,2.3836677074432373,2.7988014221191406,TRUE,TRUE,TRUE,0.09177957164564016,FALSE,57
YBX1,2.3898800373077393,2.2807817459106445,2.826273202896118,TRUE,TRUE,TRUE,0.06534816239906657,TRUE,58
ORM1,2.3696765422821047,2.232675075531006,2.917682409286499,TRUE,TRUE,TRUE,0.08056403486326986,FALSE,59
RPL14,2.263328456878662,2.1532838344573975,2.7035069465637207,TRUE,TRUE,FALSE,0.11838298070875027,FALSE,60
RPL35,2.1534164905548097,1.9965239763259888,2.7809865474700928,TRUE,TRUE,FALSE,0.15158013405165047,FALSE,61
RPS6,2.0694840431213377,1.8706586360931396,2.864785671234131,TRUE,TRUE,FALSE,0.15781136641172863,FALSE,62
MCM7,2.0242218494415285,1.8647198677062988,2.6622297763824463,TRUE,TRUE,TRUE,0.09759970814307355,FALSE,63
RPL8,1.9640639305114747,1.8029263019561768,2.608614444732666,TRUE,TRUE,FALSE,0.16694223615067896,FALSE,64
CREM,1.9482621669769287,1.7744101285934448,2.6436703205108643,TRUE,TRUE,FALSE,0.1018270007659154,TRUE,65
