,influence_score,score_out,score_in,is_driver_regulator,is_MFVS_driver,is_Energy_driver,energy_score,is_TF,
SOX9,4.174728155136108,4.244419574737549,3.8959624767303467,TRUE,TRUE,TRUE,0.015279331873510812,TRUE,16
NR3C1,4.156610298156738,4.378573417663574,3.2687578201293945,TRUE,TRUE,TRUE,0.005673311107990073,TRUE,17
TRIM28,4.122271251678467,4.592489242553711,2.2413992881774902,TRUE,TRUE,TRUE,0.005396764625733146,FALSE,18
MAPK3,4.068925094604492,4.297995090484619,3.1526451110839844,TRUE,TRUE,TRUE,0.00623120275514616,FALSE,19
FOSB,4.041444635391236,4.379490375518799,2.6892616748809814,TRUE,TRUE,TRUE,0.0059143048209107036,TRUE,20
IRF1,4.033729124069214,4.332667350769043,2.8379762172698975,TRUE,TRUE,TRUE,0.00643026965716816,TRUE,21
STAT6,4.012068080902099,4.339520454406738,2.702258586883545,TRUE,TRUE,TRUE,0.006765197398753864,TRUE,22
EBF1,4.0008306980133055,4.342267036437988,2.635085344314575,TRUE,TRUE,TRUE,0.006698410250714267,TRUE,23
JUNB,3.9768279075622557,4.25587797164917,2.8606276512145996,TRUE,TRUE,TRUE,0.00581716761417772,TRUE,24
KLF4,3.870175886154175,4.263210773468018,2.2980363368988037,TRUE,TRUE,TRUE,0.00859908189205766,TRUE,25
CCND1,3.86301326751709,3.909848213195801,3.675673484802246,TRUE,TRUE,TRUE,0.007339183299071596,FALSE,26
IKZF3,3.7945037364959715,3.767575740814209,3.9022157192230225,TRUE,TRUE,FALSE,0.03975130152042724,TRUE,27
SREBF2,3.716748285293579,4.039669036865234,2.425065279006958,TRUE,TRUE,TRUE,0.009321106278965057,TRUE,28
POLR2L,3.712494707107544,3.8366000652313232,3.2160732746124268,TRUE,TRUE,TRUE,0.00993296607446992,FALSE,29
CDH1,3.6590701580047607,3.5835189819335938,3.9612748622894287,TRUE,FALSE,TRUE,0.015182966702907523,FALSE,30
PIK3R1,3.656684637069702,3.5835189819335938,3.9493472576141357,TRUE,FALSE,TRUE,0.016086569984425335,FALSE,31
XBP1,3.649905300140381,3.912278890609741,2.6004109382629395,TRUE,TRUE,TRUE,0.009841259981030779,TRUE,32
RNF43,3.6382783412933346,3.5835189819335938,3.8573157787323,TRUE,FALSE,TRUE,0.021142707776729514,FALSE,33
ERBB3,3.6346912384033203,3.5835189819335938,3.8393802642822266,TRUE,FALSE,TRUE,0.02292720479958455,FALSE,34
AXIN2,3.6273207664489746,3.5835189819335938,3.802527904510498,TRUE,FALSE,TRUE,0.027568549590762284,FALSE,35
ZFP36L2,3.6231131553649902,3.5835189819335938,3.781489849090576,TRUE,FALSE,TRUE,0.030667295135203335,FALSE,36
ARHGAP5,3.6229660511016846,3.5835189819335938,3.780754327774048,TRUE,FALSE,TRUE,0.030668540327277897,FALSE,37
TGFB1,3.602141761779785,3.82914662361145,2.694122314453125,TRUE,TRUE,TRUE,0.011327380689652094,FALSE,38
RORA,3.565154218673706,3.8366456031799316,2.4791886806488037,TRUE,TRUE,TRUE,0.01524702182118614,TRUE,39
RPL13,3.439085388183594,3.405782461166382,3.5722970962524414,TRUE,TRUE,TRUE,0.005315240104255639,FALSE,40
RPS15A,3.4245808601379397,3.3772151470184326,3.614043712615967,TRUE,TRUE,TRUE,0.005494745072415155,FALSE,41
POU2F2,3.385624217987061,3.724177360534668,2.031411647796631,TRUE,TRUE,TRUE,0.01311292136722473,TRUE,42
DDX5,3.331782913208008,3.4180169105529785,2.986846923828125,TRUE,TRUE,TRUE,0.02056564309658134,FALSE,43
NCOR1,3.1717653274536133,3.175844669342041,3.1554479598999023,TRUE,TRUE,TRUE,0.020537163436742074,FALSE,44
RPS14,3.0946123600006104,3.0488433837890625,3.2776882648468018,TRUE,TRUE,TRUE,0.010053311186863412,FALSE,45
POLR2H,3.0577571868896483,3.0505692958831787,3.0865087509155273,TRUE,TRUE,TRUE,0.02173483704843198,FALSE,46
RPL12,3.0378836154937745,2.9675652980804443,3.3191568851470947,TRUE,TRUE,TRUE,0.01048487875062848,FALSE,47
RPL41,2.8441537857055668,2.774846315383911,3.1213836669921875,TRUE,TRUE,TRUE,0.01387888043538173,FALSE,48
RPS7,2.8226816654205322,2.7226431369781494,3.2228357791900635,TRUE,TRUE,TRUE,0.014605988367203261,FALSE,49
RPS2,2.8184584617614745,2.7439322471618652,3.116563320159912,TRUE,TRUE,TRUE,0.01544053377703024,FALSE,50
RPS27,2.6882473945617678,2.5725457668304443,3.1510539054870605,TRUE,FALSE,TRUE,0.017359506941795888,FALSE,51
RPL36,2.6799386501312252,2.599949836730957,2.9998939037323,TRUE,TRUE,TRUE,0.019045826895455413,FALSE,52
RPS6,2.528919410705566,2.4122369289398193,2.9956493377685547,TRUE,FALSE,TRUE,0.02408914886051656,FALSE,53
RPL10A,2.506257104873657,2.3816967010498047,3.0044987201690674,TRUE,FALSE,TRUE,0.024306969865322815,FALSE,54
