,influence_score,score_out,score_in,is_driver_regulator,is_MFVS_driver,is_Energy_driver,energy_score,is_TF,
EPAS1,4.68108434677124,5.023651599884033,3.3108153343200684,TRUE,TRUE,TRUE,0.002850884327744321,TRUE,22
KLF5,4.552710342407226,4.697498798370361,3.9735565185546875,TRUE,FALSE,TRUE,0.006127699866708366,TRUE,23
NR3C1,4.494954681396484,4.628607749938965,3.9603424072265625,TRUE,TRUE,TRUE,0.0033427677470957585,TRUE,24
SRC,4.391428756713867,4.466231822967529,4.092216491699219,TRUE,FALSE,TRUE,0.009363905513098769,FALSE,25
RUNX1,4.371638011932373,4.642195701599121,3.289407253265381,TRUE,TRUE,TRUE,0.003974889893450401,TRUE,26
STAT5A,4.357035684585571,4.864980220794678,2.3252575397491455,TRUE,FALSE,TRUE,0.004331269472765265,TRUE,27
HIST1H2BD,4.3368407726287845,4.449166297912598,3.8875386714935303,TRUE,TRUE,TRUE,0.004409938295307132,FALSE,28
RUVBL1,4.318722438812256,4.444743633270264,3.8146376609802246,TRUE,TRUE,TRUE,0.005521606780146692,FALSE,29
ATM,4.3172260284423825,4.330123424530029,4.265636444091797,TRUE,TRUE,TRUE,0.007436494485814246,FALSE,30
IRF1,4.237059497833251,4.374866485595703,3.6858315467834473,TRUE,TRUE,TRUE,0.004994459186259628,TRUE,31
TCF7L2,4.22040491104126,4.276801109313965,3.9948201179504395,TRUE,TRUE,TRUE,0.00963877866277452,TRUE,32
SRSF6,4.180328464508057,4.32854700088501,3.587454319000244,TRUE,TRUE,TRUE,0.007400585538911033,FALSE,33
DDX5,4.144944190979004,4.172115325927734,4.036259651184082,TRUE,TRUE,TRUE,0.006782735575088417,FALSE,34
KLF4,4.138588380813599,4.54874324798584,2.497968912124634,TRUE,TRUE,TRUE,0.0053438939062532284,TRUE,35
LEF1,4.137989711761475,4.499467849731445,2.692077159881592,TRUE,TRUE,TRUE,0.005401137799580676,TRUE,36
SRSF9,4.095611953735352,4.156866550445557,3.8505935668945312,TRUE,TRUE,TRUE,0.008752737497017497,FALSE,37
MDM2,4.093502330780029,4.016341686248779,4.402144908905029,TRUE,TRUE,TRUE,0.015084371581404592,FALSE,38
WBP11,4.075384092330933,4.1866278648376465,3.630409002304077,TRUE,TRUE,TRUE,0.008441743590037605,FALSE,39
KAT2B,4.070388746261597,4.0982513427734375,3.9589383602142334,TRUE,TRUE,TRUE,0.0054049084233311305,FALSE,40
POLR2E,3.998179531097412,4.086487770080566,3.644946575164795,TRUE,TRUE,TRUE,0.008143238976241833,FALSE,41
FUS,3.9865368843078612,4.065217018127441,3.671816349029541,TRUE,TRUE,TRUE,0.009056611487272817,FALSE,42
POLR2K,3.9568717002868654,4.06554651260376,3.522172451019287,TRUE,FALSE,TRUE,0.008666714939216839,FALSE,43
PAPOLA,3.9556162357330322,4.009286403656006,3.7409355640411377,TRUE,TRUE,TRUE,0.009845094825371636,FALSE,44
NCOR1,3.919769859313965,3.948396921157837,3.8052616119384766,TRUE,TRUE,TRUE,0.007939324278678403,FALSE,45
STAT4,3.8884346961975096,4.206109046936035,2.617737293243408,TRUE,TRUE,TRUE,0.008028154180857278,TRUE,46
RORA,3.8843690395355224,3.991513967514038,3.45578932762146,TRUE,TRUE,TRUE,0.007640689230039516,TRUE,47
MAPK3,3.829676103591919,3.8673229217529297,3.679088830947876,TRUE,TRUE,TRUE,0.007222710283883696,FALSE,48
PA2G4,3.795832586288452,4.088892936706543,2.623591184616089,TRUE,FALSE,TRUE,0.018345804535547218,TRUE,49
TNF,3.741647720336914,3.955235719680786,2.887295722961426,TRUE,FALSE,TRUE,0.011607800871829964,FALSE,50
ELF3,3.737478017807007,3.6869893074035645,3.9394328594207764,TRUE,TRUE,FALSE,0.03679461699197691,TRUE,51
IKZF3,3.719428682327271,3.6840932369232178,3.8607704639434814,TRUE,TRUE,FALSE,0.04808871188698849,TRUE,52
PPARGC1A,3.719425010681152,3.687376022338867,3.847620964050293,TRUE,TRUE,TRUE,0.008330878821631915,FALSE,53
DIAPH1,3.669144344329834,3.5835189819335938,4.011645793914795,TRUE,FALSE,TRUE,0.01514127960109542,FALSE,54
PIK3R1,3.6613284587860107,3.5835189819335938,3.9725663661956787,TRUE,FALSE,TRUE,0.014374991253810712,FALSE,55
CASP8,3.6450915336608887,3.5835189819335938,3.8913817405700684,TRUE,FALSE,TRUE,0.018289430529136962,FALSE,56
CDH1,3.644417858123779,3.5835189819335938,3.8880133628845215,TRUE,FALSE,TRUE,0.01829281135401325,FALSE,57
CDKN1A,3.4246341705322267,3.2429559230804443,4.1513471603393555,TRUE,FALSE,TRUE,0.01787527233084517,FALSE,58
RBBP4,3.032545471191406,2.8239173889160156,3.8670578002929688,TRUE,TRUE,TRUE,0.017091622128500898,FALSE,59
GTF2B,2.88851842880249,2.6725618839263916,3.7523446083068848,TRUE,TRUE,FALSE,0.019977020230370963,TRUE,60
