,influence_score,score_out,score_in,is_driver_regulator,is_MFVS_driver,is_Energy_driver,energy_score,is_TF,
XBP1,4.164110231399536,4.454073905944824,3.004255533218384,TRUE,TRUE,TRUE,0.00530281694252997,TRUE,31
POLR2G,4.140004062652587,4.107968807220459,4.2681450843811035,TRUE,TRUE,TRUE,0.004943006780416903,FALSE,32
SMC3,4.092895269393921,4.349164962768555,3.0678164958953857,TRUE,FALSE,TRUE,0.006767122544109476,FALSE,33
STAT5B,4.087504768371582,4.3760857582092285,2.933180809020996,TRUE,TRUE,TRUE,0.005871505928235743,TRUE,34
TGIF1,4.071689796447754,4.040574073791504,4.196152687072754,TRUE,FALSE,TRUE,0.015808258885540688,TRUE,35
IRF1,4.056554222106934,4.104245185852051,3.865790367126465,TRUE,TRUE,TRUE,0.005990672663470146,TRUE,36
HDAC1,4.032184410095215,4.043852806091309,3.98551082611084,TRUE,TRUE,TRUE,0.005350273191581396,FALSE,37
ATM,4.012883949279785,3.921924352645874,4.37672233581543,TRUE,TRUE,TRUE,0.01594198187925759,FALSE,38
ATF4,3.931997537612915,4.084956645965576,3.3201611042022705,TRUE,TRUE,TRUE,0.00681223912712228,TRUE,39
SRSF6,3.8378043651580813,3.858556032180786,3.7547976970672607,TRUE,TRUE,TRUE,0.011187099727553673,FALSE,40
DDX5,3.83483772277832,3.7406773567199707,4.211479187011719,TRUE,TRUE,TRUE,0.006986779717897302,FALSE,41
RORA,3.834758472442627,3.9648051261901855,3.3145718574523926,TRUE,TRUE,TRUE,0.007870015296346079,TRUE,42
TNF,3.829662799835205,3.913086414337158,3.4959683418273926,TRUE,FALSE,TRUE,0.00787442739586491,FALSE,43
HDAC3,3.808684539794922,3.9564318656921387,3.2176952362060547,TRUE,TRUE,TRUE,0.007791569574653942,FALSE,44
KLF12,3.804266738891602,4.227167129516602,2.1126651763916016,TRUE,FALSE,TRUE,0.009980144058805178,TRUE,45
SNW1,3.775145435333252,3.7028796672821045,4.064208507537842,TRUE,TRUE,TRUE,0.007262749383669223,FALSE,46
FUS,3.76745810508728,3.739286184310913,3.880145788192749,TRUE,TRUE,TRUE,0.01155513306132995,FALSE,47
SRRM1,3.7543427467346193,3.6840381622314453,4.0355610847473145,TRUE,TRUE,TRUE,0.011000360667564886,FALSE,48
KAT2B,3.690318202972412,3.5812785625457764,4.126476764678955,TRUE,TRUE,TRUE,0.007420912801040858,FALSE,49
NFKBIA,3.6844065189361572,3.6956512928009033,3.639427423477173,TRUE,TRUE,TRUE,0.009461299665297698,FALSE,50
PIK3R1,3.66026554107666,3.5835189819335938,3.967251777648926,TRUE,FALSE,TRUE,0.014379165658216505,FALSE,51
SRSF9,3.560397911071777,3.434506416320801,4.063963890075684,TRUE,TRUE,TRUE,0.013970410970525269,FALSE,52
POLR2E,3.4987925529479984,3.4267489910125732,3.7869668006896973,TRUE,TRUE,TRUE,0.010544580005036941,FALSE,53
WBP11,3.4699081420898437,3.389402151107788,3.7919321060180664,TRUE,TRUE,TRUE,0.015292392802415185,FALSE,54
PAPOLA,3.3278460025787355,3.202869415283203,3.8277523517608643,TRUE,TRUE,TRUE,0.018065388985430395,FALSE,55
HNRNPK,3.2969374656677246,3.182551383972168,3.754481792449951,TRUE,TRUE,TRUE,0.018979649802067185,FALSE,56
SRSF3,3.0833244800567625,2.920482635498047,3.734691858291626,TRUE,TRUE,FALSE,0.02126636490560963,FALSE,57
RBBP4,2.8378987312316895,2.6055445671081543,3.76731538772583,TRUE,TRUE,TRUE,0.019218830775187042,FALSE,58
