,influence_score,score_out,score_in,is_driver_regulator,is_MFVS_driver,is_Energy_driver,energy_score,is_TF,
JUND,6.094697284698487,6.939950942993164,2.7136826515197754,TRUE,TRUE,TRUE,0.00022393113212665878,TRUE,1
MYC,6.001226949691772,6.683079242706299,3.273817777633667,TRUE,TRUE,TRUE,0.00030026950165519686,TRUE,2
SMARCC1,5.967240190505981,6.698526382446289,3.042095422744751,TRUE,TRUE,TRUE,0.00028686412490544407,FALSE,3
ELF1,5.729523801803589,6.583888530731201,2.3120648860931396,TRUE,TRUE,TRUE,0.00038280951629034214,TRUE,4
JUN,5.649847841262818,6.123796463012695,3.7540533542633057,TRUE,TRUE,TRUE,0.0006022993060314901,TRUE,5
BHLHE40,5.648346519470215,6.36146879196167,2.7958574295043945,TRUE,TRUE,TRUE,0.0005271657319870134,TRUE,6
HDAC2,5.638489866256714,6.467681407928467,2.321723699569702,TRUE,TRUE,TRUE,0.0003900109621287152,FALSE,7
HNF4A,5.557976627349854,6.290953636169434,2.626068592071533,TRUE,TRUE,TRUE,0.0005739254878628345,TRUE,8
HIF1A,5.145587825775146,5.421288967132568,4.042783260345459,TRUE,TRUE,TRUE,0.001714233271742656,TRUE,9
ATF3,5.083289003372193,5.626852035522461,2.909036874771118,TRUE,TRUE,TRUE,0.0013808494628307017,TRUE,10
FOS,4.940784502029419,5.336389541625977,3.3583643436431885,TRUE,TRUE,TRUE,0.0016716840922040993,TRUE,11
KDM5B,4.493634366989136,5.086615562438965,2.1217095851898193,TRUE,TRUE,TRUE,0.002578831989177456,TRUE,12
CTBP2,4.460986518859864,5.064148902893066,2.048336982727051,TRUE,TRUE,TRUE,0.0035204388498496038,FALSE,13
KLF5,4.433506822586059,4.586626052856445,3.8210299015045166,TRUE,FALSE,TRUE,0.007515322229519458,TRUE,14
ETS1,4.285848188400268,4.606403350830078,3.0036275386810303,TRUE,TRUE,TRUE,0.004267363206579486,TRUE,15
SOX9,4.12580943107605,4.183932304382324,3.893317937850952,TRUE,FALSE,TRUE,0.015975120487887618,TRUE,16
NR3C1,4.015727472305298,4.155080795288086,3.4583141803741455,TRUE,TRUE,TRUE,0.00610622128816942,TRUE,17
IRF1,3.9711649417877197,4.223430633544922,2.962102174758911,TRUE,TRUE,TRUE,0.006430451401600542,TRUE,18
FOSB,3.9594766616821286,4.286386966705322,2.6518354415893555,TRUE,TRUE,TRUE,0.0060509073900277014,TRUE,19
KLF4,3.9349707126617433,4.196926116943359,2.8871490955352783,TRUE,TRUE,TRUE,0.007389936320887437,TRUE,20
JUNB,3.866876554489136,4.16016960144043,2.69370436668396,TRUE,TRUE,TRUE,0.006693231247150408,TRUE,21
IKZF3,3.766643476486206,3.7239253520965576,3.9375159740448,TRUE,TRUE,FALSE,0.04536321384514504,TRUE,22
EIF5B,3.665279769897461,3.9874846935272217,2.376460075378418,TRUE,FALSE,TRUE,0.011160456927627363,FALSE,23
CDH1,3.6595452308654783,3.5835189819335938,3.9636502265930176,TRUE,FALSE,TRUE,0.014381995916177047,FALSE,24
EGR3,3.6593787908554076,4.187490463256836,1.5469321012496948,TRUE,FALSE,TRUE,0.008048069994929172,TRUE,25
SYNCRIP,3.648350954055786,3.5835189819335938,3.9076788425445557,TRUE,FALSE,TRUE,0.019578311612498345,FALSE,26
KRAS,3.6467464447021483,3.5835189819335938,3.899656295776367,TRUE,FALSE,TRUE,0.018281130700048172,FALSE,27
PIK3R1,3.641356658935547,3.5835189819335938,3.8727073669433594,TRUE,FALSE,TRUE,0.019615917500796023,FALSE,28
RNF43,3.6360819339752197,3.5835189819335938,3.8463337421417236,TRUE,FALSE,TRUE,0.02291843581307633,FALSE,29
MYO1B,3.6347625732421873,3.5835189819335938,3.8397369384765625,TRUE,FALSE,TRUE,0.022926754836766587,FALSE,30
ARHGAP5,3.630755376815796,3.5835189819335938,3.8197009563446045,TRUE,FALSE,TRUE,0.02503860944501568,FALSE,31
ZFP36L2,3.629526662826538,3.5835189819335938,3.8135573863983154,TRUE,FALSE,TRUE,0.02755179441782345,FALSE,32
FAT1,3.6276824951171873,3.5835189819335938,3.8043365478515625,TRUE,FALSE,TRUE,0.02756580063685232,FALSE,33
CCND1,3.6244219779968265,3.637861967086792,3.570662021636963,TRUE,TRUE,TRUE,0.008785237395183226,FALSE,34
TGFB1,3.4293201446533206,3.603959560394287,2.730762481689453,TRUE,TRUE,TRUE,0.014910975007338999,FALSE,35
RORA,3.4228498458862306,3.683621406555176,2.379763603210449,TRUE,TRUE,TRUE,0.014814020320959187,TRUE,36
POU2F2,3.421238899230957,3.739330530166626,2.1488723754882812,TRUE,TRUE,TRUE,0.01236533173966062,TRUE,37
FOXO3,3.395881938934326,3.6271393299102783,2.4708523750305176,TRUE,FALSE,TRUE,0.017366703434744182,TRUE,38
RPL7A,3.3915467262268066,3.360746145248413,3.514749050140381,TRUE,TRUE,TRUE,0.006105492942630034,FALSE,39
RPS4X,3.285182571411133,3.2483646869659424,3.4324541091918945,TRUE,TRUE,TRUE,0.007547032879840623,FALSE,40
RPS2,3.2706571578979493,3.218799352645874,3.47808837890625,TRUE,TRUE,TRUE,0.008064083262417174,FALSE,41
RPL10A,3.2698101520538327,3.21016788482666,3.5083792209625244,TRUE,TRUE,TRUE,0.0076126032159808,FALSE,42
RPS18,3.2649383544921875,3.2246923446655273,3.425922393798828,TRUE,TRUE,TRUE,0.008230627173407756,FALSE,43
RPL37A,3.216239786148071,3.1526994705200195,3.4704010486602783,TRUE,TRUE,TRUE,0.009052393184892378,FALSE,44
RPS6,3.212505340576172,3.1460282802581787,3.4784135818481445,TRUE,TRUE,TRUE,0.009432831282006239,FALSE,45
RPL24,3.2106589317321776,3.1615233421325684,3.4072012901306152,TRUE,TRUE,TRUE,0.009627021100430028,FALSE,46
RPS7,3.207386922836304,3.136660099029541,3.4902942180633545,TRUE,TRUE,TRUE,0.008556574545893767,FALSE,47
RPS23,3.2001759052276615,3.1481521129608154,3.408271074295044,TRUE,TRUE,TRUE,0.009283503418118538,FALSE,48
RPL13,3.1968182563781737,3.140880584716797,3.4205689430236816,TRUE,TRUE,TRUE,0.009289536666084395,FALSE,49
RPL8,3.1738191127777102,3.114962339401245,3.4092462062835693,TRUE,FALSE,TRUE,0.00974266290909152,FALSE,50
RPL35A,3.1582764625549316,3.125621795654297,3.2888951301574707,TRUE,TRUE,TRUE,0.01000308596340547,FALSE,51
RPL12,3.1192596435546873,3.061119318008423,3.351820945739746,TRUE,TRUE,TRUE,0.010981961236157982,FALSE,52
RPL21,3.0441289424896243,3.0018434524536133,3.213270902633667,TRUE,TRUE,TRUE,0.012561729939906653,FALSE,53
RPS20,2.996771144866943,2.9309966564178467,3.25986909866333,TRUE,TRUE,TRUE,0.013564730496342063,FALSE,54
RPS3,2.8892233848571776,2.7819664478302,3.318251132965088,TRUE,TRUE,TRUE,0.014483832431419293,FALSE,55
RPL23,2.8556209087371824,2.756920337677002,3.2504231929779053,TRUE,TRUE,TRUE,0.015509421661717766,FALSE,56
RPL35,2.632273006439209,2.4946489334106445,3.182769298553467,TRUE,TRUE,TRUE,0.02093111074227173,FALSE,57
